"","bin","completeness","contamination","GC","lineage","N50","size","binner","score","classification","fastani_reference","fastani_reference_radius","fastani_taxonomy","fastani_ani","fastani_af","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references.genome_id.species_name.radius.ANI.AF.","msa_percent","translation_table","red_value","warnings","Domain","Phylum","Class","Order","Family","Genus","Species","bestClassification","bestClassificationRank","sample","Name","Type","Location","Niche","LocaNiche","location.and.niche","Micro.niche","count16S","status16S","classification16S","classification16S.DB","classification16S.rank1","classification16S.rank2","classification16S.rank3","classification16S.rank4","classification16S.rank5","classification16S.rank6","classification16S.rank7","classification16S.rank8","LR_sed_top_R1.fastq.Relative.Abundance....","LR_sed_top_R1.fastq.Mean","LR_sed_top_R1.fastq.Variance","LR_sed_top_R1.fastq.RPKM","LR_sed_top_R1.fastq.TPM","LR_sed_bottom_R1.fastq.Relative.Abundance....","LR_sed_bottom_R1.fastq.Mean","LR_sed_bottom_R1.fastq.Variance","LR_sed_bottom_R1.fastq.RPKM","LR_sed_bottom_R1.fastq.TPM","AB2_sed_top_R1.fastq.Relative.Abundance....","AB2_sed_top_R1.fastq.Mean","AB2_sed_top_R1.fastq.Variance","AB2_sed_top_R1.fastq.RPKM","AB2_sed_top_R1.fastq.TPM","AB2_sed_bottom_R1.fastq.Relative.Abundance....","AB2_sed_bottom_R1.fastq.Mean","AB2_sed_bottom_R1.fastq.Variance","AB2_sed_bottom_R1.fastq.RPKM","AB2_sed_bottom_R1.fastq.TPM","AB2_mat_1_R1.fastq.Relative.Abundance....","AB2_mat_1_R1.fastq.Mean","AB2_mat_1_R1.fastq.Variance","AB2_mat_1_R1.fastq.RPKM","AB2_mat_1_R1.fastq.TPM","AB2_mat_2_R1.fastq.Relative.Abundance....","AB2_mat_2_R1.fastq.Mean","AB2_mat_2_R1.fastq.Variance","AB2_mat_2_R1.fastq.RPKM","AB2_mat_2_R1.fastq.TPM","AB2_wall_1_R1.fastq.Relative.Abundance....","AB2_wall_1_R1.fastq.Mean","AB2_wall_1_R1.fastq.Variance","AB2_wall_1_R1.fastq.RPKM","AB2_wall_1_R1.fastq.TPM","AB2_wall_2_R1.fastq.Relative.Abundance....","AB2_wall_2_R1.fastq.Mean","AB2_wall_2_R1.fastq.Variance","AB2_wall_2_R1.fastq.RPKM","AB2_wall_2_R1.fastq.TPM","AB2_WF_1_R1.fastq.Relative.Abundance....","AB2_WF_1_R1.fastq.Mean","AB2_WF_1_R1.fastq.Variance","AB2_WF_1_R1.fastq.RPKM","AB2_WF_1_R1.fastq.TPM","LR_WF_2_R1.fastq.Relative.Abundance....","LR_WF_2_R1.fastq.Mean","LR_WF_2_R1.fastq.Variance","LR_WF_2_R1.fastq.RPKM","LR_WF_2_R1.fastq.TPM"
"AB2_mat_1_bin.55","AB2_mat_1_bin.55",100,0.675,0.703,"Bacteria",92648,3942288,"binsA",59.7014925373134,"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",87.37,11,"0.84049","N/A","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","","","Opitutaceae","Family","AB2_mat_1","AB2_mat_1","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9442764,54.36317,295.4167,4.69989,15340.872,0.775622,44.791363,226.62738,3.68983,12111.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_1_bin.56","AB2_mat_1_bin.56",83.85,1.477,0.635,"Xanthomonadaceae",23079,2490917,"binsAC",33.8514331853048,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__","ANI","classification based on placement in class-level tree","GCF_006265115.1, s__Arenimonas terrae, 95.0, 79.74, 0.468; GCA_019459185.1, s__Arenimonas sp019459185, 95.0, 79.5, 0.414; GCA_022842045.1, s__Arenimonas sp022842045, 95.0, 79.49, 0.412; GCF_000747075.1, s__Arenimonas malthae, 95.0, 79.47, 0.456; GCF_007993735.1, s__Arenimonas daejeonensis, 95.0, 79.39, 0.45; GCA_001724815.1, s__Arenimonas sp001724815, 95.0, 79.39, 0.431; GCF_000747155.1, s__Arenimonas metalli, 95.0, 79.33, 0.45; GCF_003024235.1, s__Arenimonas caeni, 95.0, 79.29, 0.452; GCF_014643775.1, s__Arenimonas soli, 95.0, 79.27, 0.414; GCA_003241895.1, s__Arenimonas sp003241895, 95.0, 79.25, 0.432; GCA_003497545.1, s__Arenimonas sp003497545, 95.0, 79.24, 0.343; GCF_000743535.1, s__Arenimonas donghaensis, 95.0, 79.05, 0.424; GCF_000420545.1, s__Arenimonas oryziterrae, 95.0, 78.96, 0.377; GCF_008386465.1, s__Arenimonas fontis, 95.0, 78.8, 0.41; GCF_000426365.1, s__Arenimonas composti, 95.0, 78.8, 0.397; GCF_014638745.1, s__Arenimonas maotaiensis, 95.0, 78.8, 0.367; GCA_019459675.1, s__Arenimonas sp019459675, 95.0, 78.77, 0.361; GCA_903942465.1, s__Arenimonas sp903942465, 95.0, 78.26, 0.277; GCA_001801685.1, s__Arenimonas sp001801685, 95.0, 78.2, 0.318; GCA_021299355.1, s__Arenimonas sp021299355, 95.0, 78.06, 0.293; GCA_024642445.1, s__Arenimonas sp024642445, 95.0, 76.53, 0.123; GCA_017987065.1, s__Arenimonas sp017987065, 95.0, 75.96, 0.022",64.55,11,"0.89412","N/A","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","","Arenimonas","Genus","AB2_mat_1","AB2_mat_1","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5138629,29.583729,1411.7982,2.5534992,8334.859,0.41847196,24.166319,1214.1719,1.9897041,6530.7573,0,0,0,0,0,0,0,0,0,0,0.0021898502,0.42633438,36.04473,0.04010978,53.37169,0.00287448,0.45641053,6.122726,0.06952106,88.82918
"AB2_mat_1_bin.58","AB2_mat_1_bin.58",97.22,0,0.43,"Bacteria",33775,4300176,"binsA",97.22,"d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","GCA_005778225.1","95.0","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXPC01;s__SXPC01 sp005778225","75.13","0.01","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",86.04,11,"0.82123","N/A","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","","","Planctomycetaceae","Family","AB2_mat_1","AB2_mat_1","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5356497,30.838022,103.93068,2.65498,8666.101,0.49005,28.299877,91.03065,2.3212192,7618.8813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_1_bin.61","AB2_mat_1_bin.61",97.61,1.101,0.45,"Cytophagales",114365,3760358,"binsBC",46.4588291289862,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__","ANI","classification based on placement in class-level tree","GCA_020402945.1, s__ELB16-189 sp020402945, 95.0, 77.44, 0.031; GCA_020436085.1, s__ELB16-189 sp020436085, 95.0, 76.79, 0.062; GCA_020635915.1, s__ELB16-189 sp020635915, 95.0, 76.49, 0.108; GCA_013140395.1, s__ELB16-189 sp013140395, 95.0, 76.44, 0.022; GCA_019638285.1, s__ELB16-189 sp019638285, 95.0, 76.39, 0.075; GCA_003537495.1, s__ELB16-189 sp003537495, 95.0, 76.37, 0.03; GCA_002344795.1, s__ELB16-189 sp002344795, 95.0, 76.33, 0.083; GCA_002345965.1, s__ELB16-189 sp002345965, 95.0, 76.32, 0.074; GCA_020436125.1, s__ELB16-189 sp020436125, 95.0, 76.28, 0.061; GCA_017303795.1, s__ELB16-189 sp017303795, 95.0, 76.23, 0.049; GCA_012032815.1, s__ELB16-189 sp012032815, 95.0, 76.18, 0.041; GCA_022841475.1, s__ELB16-189 sp022841475, 95.0, 76.11, 0.049; GCA_016787745.1, s__ELB16-189 sp016787745, 95.0, 76.1, 0.038; GCA_019694905.1, s__ELB16-189 sp019694905, 95.0, 76.09, 0.028; GCA_002352225.1, s__ELB16-189 sp002352225, 95.0, 76.09, 0.04; GCA_016787625.1, s__ELB16-189 sp016787625, 95.0, 76.0, 0.023; GCA_017303805.1, s__ELB16-189 sp017303805, 95.0, 75.99, 0.047; GCA_021155195.1, s__ELB16-189 sp021155195, 95.0, 75.97, 0.044; GCA_001567185.1, s__ELB16-189 sp001567185, 95.0, 75.92, 0.047; GCA_018267135.1, s__ELB16-189 sp018267135, 95.0, 75.9, 0.036; GCA_016178785.1, s__ELB16-189 sp016178785, 95.0, 75.89, 0.034; GCA_013414665.1, s__ELB16-189 sp013414665, 95.0, 75.89, 0.044; GCA_013285945.1, s__ELB16-189 sp013285945, 95.0, 75.86, 0.034; GCA_016787605.1, s__ELB16-189 sp016787605, 95.0, 75.84, 0.026; GCA_002405445.1, s__ELB16-189 sp002405445, 95.0, 75.8, 0.051; GCA_019638395.1, s__ELB16-189 sp019638395, 95.0, 75.8, 0.048; GCA_018267215.1, s__ELB16-189 sp018267215, 95.0, 75.79, 0.042; GCA_013298505.1, s__ELB16-189 sp013298505, 95.0, 75.79, 0.041; GCA_016787725.1, s__ELB16-189 sp016787725, 95.0, 75.78, 0.043; GCA_016787755.1, s__ELB16-189 sp016787755, 95.0, 75.78, 0.042; GCA_018267285.1, s__ELB16-189 sp018267285, 95.0, 75.76, 0.039; GCA_021298015.1, s__ELB16-189 sp021298015, 95.0, 75.75, 0.044; GCA_003504855.1, s__ELB16-189 sp003504855, 95.0, 75.74, 0.023; GCA_018266435.1, s__ELB16-189 sp018266435, 95.0, 75.73, 0.043; GCA_023251155.1, s__ELB16-189 sp023251155, 95.0, 75.71, 0.046; GCA_013141055.1, s__ELB16-189 sp013141055, 95.0, 75.71, 0.025; GCA_002398365.1, s__ELB16-189 sp002398365, 95.0, 75.7, 0.037; GCA_016191555.1, s__ELB16-189 sp016191555, 95.0, 75.67, 0.035; GCA_016712035.1, s__ELB16-189 sp016712035, 95.0, 75.64, 0.035; GCA_016866235.1, s__ELB16-189 sp016866235, 95.0, 75.62, 0.022; GCA_018266395.1, s__ELB16-189 sp018266395, 95.0, 75.58, 0.026; GCA_021300095.1, s__ELB16-189 sp021300095, 95.0, 75.58, 0.039; GCA_018266055.1, s__ELB16-189 sp018266055, 95.0, 75.54, 0.038; GCA_020403045.1, s__ELB16-189 sp020403045, 95.0, 75.54, 0.027; GCA_016787665.1, s__ELB16-189 sp016787665, 95.0, 75.52, 0.039; GCA_024643595.1, s__ELB16-189 sp024643595, 95.0, 75.5, 0.02; GCA_016709845.1, s__ELB16-189 sp016709845, 95.0, 75.48, 0.036; GCA_019638355.1, s__ELB16-189 sp019638355, 95.0, 75.43, 0.044; GCA_015472025.1, s__ELB16-189 sp015472025, 95.0, 75.43, 0.025; GCA_013140555.1, s__ELB16-189 sp013140555, 95.0, 75.43, 0.035; GCA_018267195.1, s__ELB16-189 sp018267195, 95.0, 75.38, 0.036; GCA_018063305.1, s__ELB16-189 sp018063305, 95.0, 75.33, 0.034; GCA_016787645.1, s__ELB16-189 sp016787645, 95.0, 75.32, 0.024; GCA_018267275.1, s__ELB16-189 sp018267275, 95.0, 75.28, 0.029; GCA_019751475.1, s__ELB16-189 sp019751475, 95.0, 75.21, 0.033; GCA_021299455.1, s__ELB16-189 sp021299455, 95.0, 75.18, 0.03; GCA_003541895.1, s__ELB16-189 sp003541895, 95.0, 75.15, 0.012; GCA_016650355.1, s__ELB16-189 sp016650355, 95.0, 75.13, 0.032",96.88,11,"0.91103","N/A","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","","ELB16-189","Genus","AB2_mat_1","AB2_mat_1","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7138137,41.095146,293.5528,3.5657794,11639.031,0.53068703,30.646624,180.64787,2.5267878,8293.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_1_bin.62","AB2_mat_1_bin.62",92.03,2.397,0.456,"Betaproteobacteria",12607,2001225,"binsABC",27.0915513688549,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__","N/A","N/A","N/A","N/A","N/A","GCA_002842285.1","95.0","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp002842285","83.2","0.8","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_000384255.1, s__Methylotenera mobilis_B, 95.0, 78.26, 0.319; GCF_000744605.1, s__Methylotenera sp000744605, 95.0, 78.21, 0.342; GCA_013141495.1, s__Methylotenera sp013141495, 95.0, 78.19, 0.356; GCF_000023705.1, s__Methylotenera mobilis, 95.0, 78.08, 0.308; GCF_004661485.1, s__Methylotenera oryzisoli, 95.0, 78.01, 0.331; GCA_001803395.1, s__Methylotenera sp001803395, 95.0, 78.01, 0.32; GCF_000093025.1, s__Methylotenera versatilis, 95.0, 77.9, 0.17; GCA_020622105.1, s__Methylotenera sp020622105, 95.0, 77.86, 0.28; GCF_000799735.1, s__Methylotenera sp000799735, 95.0, 77.86, 0.235; GCA_023259635.1, s__Methylotenera sp023259635, 95.0, 77.71, 0.256; GCA_016867975.1, s__Methylotenera sp016867975, 95.0, 77.61, 0.225; GCA_013141075.1, s__Methylotenera sp013141075, 95.0, 77.59, 0.208; GCA_002281815.1, s__Methylotenera sp002281815, 95.0, 77.52, 0.243; GCA_013140755.1, s__Methylotenera sp013140755, 95.0, 77.49, 0.229; GCA_021738125.1, s__Methylotenera sp021738125, 95.0, 77.33, 0.137; GCA_903838125.1, s__Methylotenera sp903838125, 95.0, 77.31, 0.153; GCA_013816325.1, s__Methylotenera sp013816325, 95.0, 77.24, 0.131; GCA_014378495.1, s__Methylotenera sp014378495, 95.0, 77.22, 0.137; GCA_013141425.1, s__Methylotenera sp013141425, 95.0, 77.21, 0.21; GCA_903882525.1, s__Methylotenera sp903882525, 95.0, 77.19, 0.165; GCA_009693255.1, s__Methylotenera sp009693255, 95.0, 77.18, 0.206; GCA_903951385.1, s__Methylotenera sp903951385, 95.0, 77.17, 0.136; GCA_020035195.1, s__Methylotenera sp020035195, 95.0, 77.15, 0.147; GCA_002429455.1, s__Methylotenera sp002429455, 95.0, 77.13, 0.17; GCA_903860085.1, s__Methylotenera sp903860085, 95.0, 77.08, 0.175; GCA_903854305.1, s__Methylotenera sp903854305, 95.0, 77.01, 0.165; GCA_903833595.1, s__Methylotenera sp903833595, 95.0, 76.97, 0.145; GCA_903846555.1, s__Methylotenera sp903846555, 95.0, 76.88, 0.166; GCA_002842195.1, s__Methylotenera sp002842195, 95.0, 76.8, 0.197; GCA_005777825.1, s__Methylotenera sp005777825, 95.0, 76.78, 0.126; GCA_903876765.1, s__Methylotenera sp903876765, 95.0, 76.77, 0.163; GCA_002928535.1, s__Methylotenera sp002928535, 95.0, 76.71, 0.128; GCA_005791685.1, s__Methylotenera sp005791685, 95.0, 76.59, 0.133; GCA_903926935.1, s__Methylotenera sp903926935, 95.0, 76.53, 0.151",73.86,11,"0.98538","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","","Methylotenera","Genus","AB2_mat_1","AB2_mat_1","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3037479,17.487146,58.853493,1.5032127,4906.6235,0.24343249,14.057973,45.207607,1.1507279,3777.0063,0,0,0,0,0,0,0,0,0,0,0.0026333318,0.51267433,0.96381444,0.04651541,61.895298,0.001590875,0.25259945,0.4125248,0.037937377,48.473743
"AB2_mat_2_bin.12","AB2_mat_2_bin.12",97.39,0.869,0.595,"Bacteria",111178,4266410,"binsA",52.1080791867309,"d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",93.29,11,"0.91005","N/A","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","Bryobacter","","Bryobacter","Genus","AB2_mat_2","AB2_mat_2","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",1,"one Sequence","Bacteria;""Acidobacteria"";Acidobacteria_Gp3;Bryobacter;","rdp","Bacteria","Acidobacteria","Acidobacteria_Gp3","Bryobacter","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3681781,21.196472,61.515965,1.8330753,5983.329,0.41135338,23.75523,65.72027,1.9540695,6413.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_2_bin.13","AB2_mat_2_bin.13",95.43,1.123,0.435,"Bacteria",71474,2780474,"binsA",44.950541686293,"d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;f__Turneriellaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;f__Turneriellaceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",90.57,11,"0.84313","N/A","Bacteria","Spirochaetota","Leptospirae","Turneriellales","Turneriellaceae","","","Turneriellaceae","Family","AB2_mat_2","AB2_mat_2","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5938874,34.190838,139.8695,2.9572468,9652.727,0.53391725,30.833166,117.50171,2.5357904,8323.163,0,0,0,0,0,0,0,0,0,0,0.0032917587,0.64086115,1.511907,0.058483746,77.820816,0.0016860676,0.26771417,0.4046718,0.040427275,51.655174
"AB2_mat_2_bin.14","AB2_mat_2_bin.14",97.8,0,0.522,"Bacteria",338397,2072361,"binsA",97.8,"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__JALHRI01;s__","N/A","N/A","N/A","N/A","N/A","GCA_022841525.1","95.0","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__JALHRI01;s__JALHRI01 sp022841525","77.09","0.278","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__JALHRI01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",97.48,11,"0.8981","N/A","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","UBA3002","JALHRI01","","JALHRI01","Genus","AB2_mat_2","AB2_mat_2","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163246,66.96953,283.00174,5.808655,18959.986,1.0594971,61.184853,240.07121,5.0414085,16547.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_2_bin.15","AB2_mat_2_bin.15",95.6,0.164,0.558,"Bacteria",15754,2042153,"binsA",82.1305841924399,"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__JAKFUW01;s__","N/A","N/A","N/A","N/A","N/A","GCA_021732545.1","95.0","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__JAKFUW01;s__JAKFUW01 sp021732545","76.26","0.139","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__JAKFUW01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",92.47,11,"0.87124","N/A","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","UBA3002","JAKFUW01","","JAKFUW01","Genus","AB2_mat_2","AB2_mat_2","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054338153,3.1283152,7.0615377,0.2681742,875.3457,0.19746475,11.403384,22.366222,0.9263605,3040.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_2_bin.2","AB2_mat_2_bin.2",83.44,0,0.662,"Bacteria",16712,3158399,"binsA",83.44,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__0-14-3-00-62-12;s__","N/A","N/A","N/A","N/A","N/A","GCA_002785585.1","95.0","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__0-14-3-00-62-12;s__0-14-3-00-62-12 sp002785585","77.82","0.344","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__0-14-3-00-62-12;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_022843465.1, s__0-14-3-00-62-12 sp022843465, 95.0, 77.68, 0.367",76.44,11,"0.94224","N/A","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Ahniellaceae","0-14-3-00-62-12","","0-14-3-00-62-12","Genus","AB2_mat_2","AB2_mat_2","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",2,"multiple hits none classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.530201,318.38058,7847.439,27.646059,90239.29,5.436369,313.94467,7610.4585,25.850512,84848.5,0,0,0,0,0,0,0,0,0,0,0.0036089816,0.70262015,1278.8516,0.0655912,87.27828,0,0,0,0,0
